"","run_id","min_bell_time","max_bell_time","run_id_school","run_id_run_code","run_type_code","run_type_student_code","run_type","students_transported"
"1","0002.051","8:40 AM","8:40 AM","0002","051","0","51","To school","Special education"
"2","0002.052","8:40 AM","8:40 AM","0002","052","0","52","To school","Special education"
"3","0002.151","2:45 PM","2:45 PM","0002","151","1","51","From school","Special education"
"4","0002.152","2:45 PM","2:45 PM","0002","152","1","52","From school","Special education"
"5","0003.051","8:45 AM","8:45 AM","0003","051","0","51","To school","Special education"
"6","0003.052","8:45 AM","8:45 AM","0003","052","0","52","To school","Special education"
"7","0003.053","8:45 AM","8:45 AM","0003","053","0","53","To school","Special education"
"8","0003.151","2:45 PM","2:45 PM","0003","151","1","51","From school","Special education"
"9","0003.152","2:45 PM","2:45 PM","0003","152","1","52","From school","Special education"
"10","0003.153","2:45 PM","2:45 PM","0003","153","1","53","From school","Special education"
"11","0005.051","8:30 AM","8:30 AM","0005","051","0","51","To school","Special education"
"12","0005.052","8:30 AM","8:30 AM","0005","052","0","52","To school","Special education"
"13","0005.151","2:45 PM","2:45 PM","0005","151","1","51","From school","Special education"
"14","0005.152","2:45 PM","2:45 PM","0005","152","1","52","From school","Special education"
"15","0012.051","8:45 AM","8:45 AM","0012","051","0","51","To school","Special education"
"16","0012.052","8:45 AM","8:45 AM","0012","052","0","52","To school","Special education"
"17","0012.053","8:45 AM","8:45 AM","0012","053","0","53","To school","Special education"
"18","0012.054","8:15 AM","8:15 AM","0012","054","0","54","To school","Special education"
"19","0012.055","8:15 AM","8:15 AM","0012","055","0","55","To school","Special education"
"20","0012.056","8:15 AM","8:15 AM","0012","056","0","56","To school","Special education"
"21","0012.057","8:15 AM","8:15 AM","0012","057","0","57","To school","Special education"
"22","0012.058","8:15 AM","8:15 AM","0012","058","0","58","To school","Special education"
"23","0012.059","8:15 AM","8:15 AM","0012","059","0","59","To school","Special education"
"24","0012.060","8:15 AM","8:15 AM","0012","060","0","60","To school","Special education"
"25","0012.062","8:45 AM","8:45 AM","0012","062","0","62","To school","Special education"
"26","0012.151","3:00 PM","3:00 PM","0012","151","1","51","From school","Special education"
"27","0012.152","3:00 PM","3:00 PM","0012","152","1","52","From school","Special education"
"28","0012.153","3:00 PM","3:00 PM","0012","153","1","53","From school","Special education"
"29","0012.154","2:30 PM","2:30 PM","0012","154","1","54","From school","Special education"
"30","0012.155","2:30 PM","2:30 PM","0012","155","1","55","From school","Special education"
"31","0012.156","2:30 PM","2:30 PM","0012","156","1","56","From school","Special education"
"32","0012.157","2:30 PM","2:30 PM","0012","157","1","57","From school","Special education"
"33","0012.158","2:30 PM","2:30 PM","0012","158","1","58","From school","Special education"
"34","0012.159","2:30 PM","2:30 PM","0012","159","1","59","From school","Special education"
"35","0012.160","2:30 PM","2:30 PM","0012","160","1","60","From school","Special education"
"36","0012.162","3:00 PM","3:00 PM","0012","162","1","62","From school","Special education"
"37","0020.051","7:30 AM","7:30 AM","0020","051","0","51","To school","Special education"
"38","0020.052","7:30 AM","7:30 AM","0020","052","0","52","To school","Special education"
"39","0020.053","7:30 AM","7:30 AM","0020","053","0","53","To school","Special education"
"40","0020.151","1:00 PM","1:00 PM","0020","151","1","51","From school","Special education"
"41","0020.152","1:00 PM","1:00 PM","0020","152","1","52","From school","Special education"
"42","0020.153","1:00 PM","1:00 PM","0020","153","1","53","From school","Special education"
"43","0026.051","8:00 AM","8:00 AM","0026","051","0","51","To school","Special education"
"44","0026.052","8:00 AM","8:00 AM","0026","052","0","52","To school","Special education"
"45","0026.053","8:00 AM","8:00 AM","0026","053","0","53","To school","Special education"
"46","0026.054","8:00 AM","8:00 AM","0026","054","0","54","To school","Special education"
"47","0026.055","8:00 AM","8:00 AM","0026","055","0","55","To school","Special education"
"48","0026.056","8:00 AM","8:00 AM","0026","056","0","56","To school","Special education"
"49","0026.057","7:00 AM","7:00 AM","0026","057","0","57","To school","Special education"
"50","0026.058","7:00 AM","7:00 AM","0026","058","0","58","To school","Special education"
"51","0026.059","7:00 AM","7:00 AM","0026","059","0","59","To school","Special education"
"52","0026.060","7:00 AM","7:00 AM","0026","060","0","60","To school","Special education"
"53","0026.061","7:00 AM","7:00 AM","0026","061","0","61","To school","Special education"
"54","0026.062","7:00 AM","7:00 AM","0026","062","0","62","To school","Special education"
"55","0026.151","2:30 PM","2:30 PM","0026","151","1","51","From school","Special education"
"56","0026.152","2:30 PM","2:30 PM","0026","152","1","52","From school","Special education"
"57","0026.153","2:30 PM","2:30 PM","0026","153","1","53","From school","Special education"
"58","0026.154","2:30 PM","2:30 PM","0026","154","1","54","From school","Special education"
"59","0026.155","2:30 PM","2:30 PM","0026","155","1","55","From school","Special education"
"60","0026.156","2:30 PM","2:30 PM","0026","156","1","56","From school","Special education"
"61","0026.157","1:30 PM","1:30 PM","0026","157","1","57","From school","Special education"
"62","0026.158","1:30 PM","1:30 PM","0026","158","1","58","From school","Special education"
"63","0026.159","1:30 PM","1:30 PM","0026","159","1","59","From school","Special education"
"64","0026.160","1:30 PM","1:30 PM","0026","160","1","60","From school","Special education"
"65","0026.161","1:30 PM","1:30 PM","0026","161","1","61","From school","Special education"
"66","0026.162","1:30 PM","1:30 PM","0026","162","1","62","From school","Special education"
"67","0037.051","9:00 AM","9:00 AM","0037","051","0","51","To school","Special education"
"68","0037.151","3:00 PM","3:00 PM","0037","151","1","51","From school","Special education"
"69","0039.051","8:30 AM","8:30 AM","0039","051","0","51","To school","Special education"
"70","0039.052","8:30 AM","8:30 AM","0039","052","0","52","To school","Special education"
"71","0039.053","8:30 AM","8:30 AM","0039","053","0","53","To school","Special education"
"72","0039.054","8:30 AM","8:30 AM","0039","054","0","54","To school","Special education"
"73","0039.055","8:30 AM","8:30 AM","0039","055","0","55","To school","Special education"
"74","0039.056","8:30 AM","8:30 AM","0039","056","0","56","To school","Special education"
"75","0039.057","8:30 AM","8:30 AM","0039","057","0","57","To school","Special education"
"76","0039.151","2:30 PM","2:30 PM","0039","151","1","51","From school","Special education"
"77","0039.152","2:30 PM","2:30 PM","0039","152","1","52","From school","Special education"
"78","0039.153","2:30 PM","2:30 PM","0039","153","1","53","From school","Special education"
"79","0039.154","2:30 PM","2:30 PM","0039","154","1","54","From school","Special education"
"80","0039.155","2:30 PM","2:30 PM","0039","155","1","55","From school","Special education"
"81","0039.156","2:30 PM","2:30 PM","0039","156","1","56","From school","Special education"
"82","0039.157","2:30 PM","2:30 PM","0039","157","1","57","From school","Special education"
"83","0061.051","9:00 AM","9:00 AM","0061","051","0","51","To school","Special education"
"84","0061.052","9:00 AM","9:00 AM","0061","052","0","52","To school","Special education"
"85","0061.053","9:00 AM","9:00 AM","0061","053","0","53","To school","Special education"
"86","0061.054","9:00 AM","9:00 AM","0061","054","0","54","To school","Special education"
"87","0061.055","9:00 AM","9:00 AM","0061","055","0","55","To school","Special education"
"88","0061.151","2:30 PM","2:30 PM","0061","151","1","51","From school","Special education"
"89","0061.152","2:30 PM","2:30 PM","0061","152","1","52","From school","Special education"
"90","0061.153","2:30 PM","2:30 PM","0061","153","1","53","From school","Special education"
"91","0061.154","2:30 PM","2:30 PM","0061","154","1","54","From school","Special education"
"92","0061.155","2:30 PM","2:30 PM","0061","155","1","55","From school","Special education"
"93","0070.051","8:30 AM","8:30 AM","0070","051","0","51","To school","Special education"
"94","0070.052","8:30 AM","8:30 AM","0070","052","0","52","To school","Special education"
"95","0070.053","8:30 AM","8:30 AM","0070","053","0","53","To school","Special education"
"96","0070.151","2:30 PM","2:30 PM","0070","151","1","51","From school","Special education"
"97","0070.152","2:30 PM","2:30 PM","0070","152","1","52","From school","Special education"
"98","0070.153","2:30 PM","2:30 PM","0070","153","1","53","From school","Special education"
"99","0079.051","8:00 AM","8:00 AM","0079","051","0","51","To school","Special education"
"100","0079.052","8:00 AM","8:00 AM","0079","052","0","52","To school","Special education"
"101","0079.053","8:00 AM","8:00 AM","0079","053","0","53","To school","Special education"
"102","0079.054","8:00 AM","8:00 AM","0079","054","0","54","To school","Special education"
"103","0079.055","8:00 AM","8:00 AM","0079","055","0","55","To school","Special education"
"104","0079.056","8:00 AM","8:00 AM","0079","056","0","56","To school","Special education"
"105","0079.057","8:00 AM","8:00 AM","0079","057","0","57","To school","Special education"
"106","0079.058","8:00 AM","8:00 AM","0079","058","0","58","To school","Special education"
"107","0079.059","8:00 AM","8:00 AM","0079","059","0","59","To school","Special education"
"108","0079.060","8:00 AM","8:00 AM","0079","060","0","60","To school","Special education"
"109","0079.061","8:00 AM","8:00 AM","0079","061","0","61","To school","Special education"
"110","0079.062","8:00 AM","8:00 AM","0079","062","0","62","To school","Special education"
"111","0079.064","8:00 AM","8:00 AM","0079","064","0","64","To school","Special education"
"112","0079.065","8:00 AM","8:00 AM","0079","065","0","65","To school","Special education"
"113","0079.066","8:00 AM","8:00 AM","0079","066","0","66","To school","Special education"
"114","0079.151","1:50 PM","1:50 PM","0079","151","1","51","From school","Special education"
"115","0079.152","1:50 PM","1:50 PM","0079","152","1","52","From school","Special education"
"116","0079.153","1:50 PM","1:50 PM","0079","153","1","53","From school","Special education"
"117","0079.154","1:50 PM","1:50 PM","0079","154","1","54","From school","Special education"
"118","0079.155","1:50 PM","1:50 PM","0079","155","1","55","From school","Special education"
"119","0079.156","1:50 PM","1:50 PM","0079","156","1","56","From school","Special education"
"120","0079.157","1:50 PM","1:50 PM","0079","157","1","57","From school","Special education"
"121","0079.158","1:50 PM","1:50 PM","0079","158","1","58","From school","Special education"
"122","0079.159","1:50 PM","1:50 PM","0079","159","1","59","From school","Special education"
"123","0079.160","1:50 PM","1:50 PM","0079","160","1","60","From school","Special education"
"124","0079.161","1:50 PM","1:50 PM","0079","161","1","61","From school","Special education"
"125","0079.162","1:50 PM","1:50 PM","0079","162","1","62","From school","Special education"
"126","0079.165","1:50 PM","1:50 PM","0079","165","1","65","From school","Special education"
"127","0079.166","1:50 PM","1:50 PM","0079","166","1","66","From school","Special education"
"128","0084.051","8:30 AM","8:30 AM","0084","051","0","51","To school","Special education"
"129","0084.052","8:30 AM","8:30 AM","0084","052","0","52","To school","Special education"
"130","0084.053","8:30 AM","8:30 AM","0084","053","0","53","To school","Special education"
"131","0084.054","8:30 AM","8:30 AM","0084","054","0","54","To school","Special education"
"132","0084.055","8:30 AM","8:30 AM","0084","055","0","55","To school","Special education"
"133","0084.056","8:30 AM","8:30 AM","0084","056","0","56","To school","Special education"
"134","0084.057","8:30 AM","8:30 AM","0084","057","0","57","To school","Special education"
"135","0084.151","3:15 PM","3:15 PM","0084","151","1","51","From school","Special education"
"136","0084.152","3:15 PM","3:15 PM","0084","152","1","52","From school","Special education"
"137","0084.153","3:15 PM","3:15 PM","0084","153","1","53","From school","Special education"
"138","0084.154","3:15 PM","3:15 PM","0084","154","1","54","From school","Special education"
"139","0084.155","3:15 PM","3:15 PM","0084","155","1","55","From school","Special education"
"140","0084.156","3:15 PM","3:15 PM","0084","156","1","56","From school","Special education"
"141","0084.157","3:15 PM","3:15 PM","0084","157","1","57","From school","Special education"
"142","0089.051","7:45 AM","7:45 AM","0089","051","0","51","To school","Special education"
"143","0089.052","7:45 AM","7:45 AM","0089","052","0","52","To school","Special education"
"144","0089.053","7:45 AM","7:45 AM","0089","053","0","53","To school","Special education"
"145","0089.054","7:45 AM","7:45 AM","0089","054","0","54","To school","Special education"
"146","0089.055","7:45 AM","7:45 AM","0089","055","0","55","To school","Special education"
"147","0089.056","7:45 AM","7:45 AM","0089","056","0","56","To school","Special education"
"148","0089.151","2:00 PM","2:00 PM","0089","151","1","51","From school","Special education"
"149","0089.152","2:00 PM","2:00 PM","0089","152","1","52","From school","Special education"
"150","0089.153","2:00 PM","2:00 PM","0089","153","1","53","From school","Special education"
"151","0089.154","2:00 PM","2:00 PM","0089","154","1","54","From school","Special education"
"152","0089.155","2:00 PM","2:00 PM","0089","155","1","55","From school","Special education"
"153","0089.156","2:00 PM","2:00 PM","0089","156","1","56","From school","Special education"
"154","0095.051","8:30 AM","8:30 AM","0095","051","0","51","To school","Special education"
"155","0095.052","8:30 AM","8:30 AM","0095","052","0","52","To school","Special education"
"156","0095.053","8:30 AM","8:30 AM","0095","053","0","53","To school","Special education"
"157","0095.054","8:30 AM","8:30 AM","0095","054","0","54","To school","Special education"
"158","0095.055","8:30 AM","8:30 AM","0095","055","0","55","To school","Special education"
"159","0095.056","8:30 AM","8:30 AM","0095","056","0","56","To school","Special education"
"160","0095.057","8:30 AM","8:30 AM","0095","057","0","57","To school","Special education"
"161","0095.058","8:30 AM","8:30 AM","0095","058","0","58","To school","Special education"
"162","0095.059","8:30 AM","8:30 AM","0095","059","0","59","To school","Special education"
"163","0095.060","8:30 AM","8:30 AM","0095","060","0","60","To school","Special education"
"164","0095.061","8:30 AM","8:30 AM","0095","061","0","61","To school","Special education"
"165","0095.062","8:30 AM","8:30 AM","0095","062","0","62","To school","Special education"
"166","0095.063","8:30 AM","8:30 AM","0095","063","0","63","To school","Special education"
"167","0095.064","8:30 AM","8:30 AM","0095","064","0","64","To school","Special education"
"168","0095.065","8:30 AM","8:30 AM","0095","065","0","65","To school","Special education"
"169","0095.066","8:30 AM","8:30 AM","0095","066","0","66","To school","Special education"
"170","0095.151","2:30 PM","2:30 PM","0095","151","1","51","From school","Special education"
"171","0095.152","2:30 PM","2:30 PM","0095","152","1","52","From school","Special education"
"172","0095.153","2:30 PM","2:30 PM","0095","153","1","53","From school","Special education"
"173","0095.154","2:30 PM","2:30 PM","0095","154","1","54","From school","Special education"
"174","0095.155","2:30 PM","2:30 PM","0095","155","1","55","From school","Special education"
"175","0095.156","2:30 PM","2:30 PM","0095","156","1","56","From school","Special education"
"176","0095.157","2:30 PM","2:30 PM","0095","157","1","57","From school","Special education"
"177","0095.158","2:30 PM","2:30 PM","0095","158","1","58","From school","Special education"
"178","0095.159","2:30 PM","2:30 PM","0095","159","1","59","From school","Special education"
"179","0095.160","2:30 PM","2:30 PM","0095","160","1","60","From school","Special education"
"180","0095.161","2:30 PM","2:30 PM","0095","161","1","61","From school","Special education"
"181","0095.162","2:30 PM","2:30 PM","0095","162","1","62","From school","Special education"
"182","0095.163","2:30 PM","2:30 PM","0095","163","1","63","From school","Special education"
"183","0095.164","2:30 PM","2:30 PM","0095","164","1","64","From school","Special education"
"184","0095.165","2:30 PM","2:30 PM","0095","165","1","65","From school","Special education"
"185","0095.166","2:30 PM","2:30 PM","0095","166","1","66","From school","Special education"
"186","0108.051","8:50 AM","8:50 AM","0108","051","0","51","To school","Special education"
"187","0108.052","8:50 AM","8:50 AM","0108","052","0","52","To school","Special education"
"188","0108.053","8:50 AM","8:50 AM","0108","053","0","53","To school","Special education"
"189","0108.054","8:50 AM","8:50 AM","0108","054","0","54","To school","Special education"
"190","0108.055","8:50 AM","8:50 AM","0108","055","0","55","To school","Special education"
"191","0108.151","2:40 PM","2:40 PM","0108","151","1","51","From school","Special education"
"192","0108.152","2:40 PM","2:40 PM","0108","152","1","52","From school","Special education"
"193","0108.153","2:40 PM","2:40 PM","0108","153","1","53","From school","Special education"
"194","0108.154","2:40 PM","2:40 PM","0108","154","1","54","From school","Special education"
"195","0108.155","2:40 PM","2:40 PM","0108","155","1","55","From school","Special education"
"196","0110.051","9:00 AM","9:00 AM","0110","051","0","51","To school","Special education"
"197","0110.052","9:00 AM","9:00 AM","0110","052","0","52","To school","Special education"
"198","0110.053","9:00 AM","9:00 AM","0110","053","0","53","To school","Special education"
"199","0110.054","9:00 AM","9:00 AM","0110","054","0","54","To school","Special education"
"200","0110.055","9:00 AM","9:00 AM","0110","055","0","55","To school","Special education"
"201","0110.056","9:00 AM","9:00 AM","0110","056","0","56","To school","Special education"
"202","0110.057","9:00 AM","9:00 AM","0110","057","0","57","To school","Special education"
"203","0110.058","9:00 AM","9:00 AM","0110","058","0","58","To school","Special education"
"204","0110.059","9:00 AM","9:00 AM","0110","059","0","59","To school","Special education"
"205","0110.060","9:00 AM","9:00 AM","0110","060","0","60","To school","Special education"
"206","0110.061","9:00 AM","9:00 AM","0110","061","0","61","To school","Special education"
"207","0110.151","2:30 PM","2:30 PM","0110","151","1","51","From school","Special education"
"208","0110.152","2:30 PM","2:30 PM","0110","152","1","52","From school","Special education"
"209","0110.153","2:30 PM","2:30 PM","0110","153","1","53","From school","Special education"
"210","0110.154","2:30 PM","2:30 PM","0110","154","1","54","From school","Special education"
"211","0110.155","2:30 PM","2:30 PM","0110","155","1","55","From school","Special education"
"212","0110.156","2:30 PM","2:30 PM","0110","156","1","56","From school","Special education"
"213","0110.157","2:30 PM","2:30 PM","0110","157","1","57","From school","Special education"
"214","0110.158","2:30 PM","2:30 PM","0110","158","1","58","From school","Special education"
"215","0110.159","2:30 PM","2:30 PM","0110","159","1","59","From school","Special education"
"216","0110.160","2:30 PM","2:30 PM","0110","160","1","60","From school","Special education"
"217","0110.161","2:30 PM","2:30 PM","0110","161","1","61","From school","Special education"
"218","0114.052","8:30 AM","8:30 AM","0114","052","0","52","To school","Special education"
"219","0114.152","2:45 PM","2:45 PM","0114","152","1","52","From school","Special education"
"220","0117.051","8:50 AM","8:50 AM","0117","051","0","51","To school","Special education"
"221","0117.052","8:50 AM","8:50 AM","0117","052","0","52","To school","Special education"
"222","0117.053","8:50 AM","8:50 AM","0117","053","0","53","To school","Special education"
"223","0117.151","3:15 PM","3:15 PM","0117","151","1","51","From school","Special education"
"224","0117.152","3:15 PM","3:15 PM","0117","152","1","52","From school","Special education"
"225","0117.153","3:15 PM","3:15 PM","0117","153","1","53","From school","Special education"
"226","0121.051","8:45 AM","8:45 AM","0121","051","0","51","To school","Special education"
"227","0121.052","8:45 AM","8:45 AM","0121","052","0","52","To school","Special education"
"228","0121.053","8:45 AM","8:45 AM","0121","053","0","53","To school","Special education"
"229","0121.151","2:45 PM","2:45 PM","0121","151","1","51","From school","Special education"
"230","0121.152","2:45 PM","2:45 PM","0121","152","1","52","From school","Special education"
"231","0121.153","2:45 PM","2:45 PM","0121","153","1","53","From school","Special education"
"232","0132.051","8:30 AM","8:30 AM","0132","051","0","51","To school","Special education"
"233","0132.052","8:30 AM","8:30 AM","0132","052","0","52","To school","Special education"
"234","0132.151","2:30 PM","2:30 PM","0132","151","1","51","From school","Special education"
"235","0132.152","2:30 PM","2:30 PM","0132","152","1","52","From school","Special education"
"236","0135.051","7:15 AM","7:15 AM","0135","051","0","51","To school","Special education"
"237","0135.052","7:15 AM","7:15 AM","0135","052","0","52","To school","Special education"
"238","0135.053","7:15 AM","7:15 AM","0135","053","0","53","To school","Special education"
"239","0135.054","7:15 AM","7:15 AM","0135","054","0","54","To school","Special education"
"240","0135.055","7:15 AM","7:15 AM","0135","055","0","55","To school","Special education"
"241","0135.056","7:15 AM","7:15 AM","0135","056","0","56","To school","Special education"
"242","0135.057","7:15 AM","7:15 AM","0135","057","0","57","To school","Special education"
"243","0135.058","7:15 AM","7:15 AM","0135","058","0","58","To school","Special education"
"244","0135.059","7:15 AM","7:15 AM","0135","059","0","59","To school","Special education"
"245","0135.060","7:15 AM","7:15 AM","0135","060","0","60","To school","Special education"
"246","0135.151","1:15 PM","1:15 PM","0135","151","1","51","From school","Special education"
"247","0135.152","1:15 PM","1:15 PM","0135","152","1","52","From school","Special education"
"248","0135.153","1:15 PM","1:15 PM","0135","153","1","53","From school","Special education"
"249","0135.154","1:15 PM","1:15 PM","0135","154","1","54","From school","Special education"
"250","0135.155","1:15 PM","1:15 PM","0135","155","1","55","From school","Special education"
"251","0135.156","1:15 PM","1:15 PM","0135","156","1","56","From school","Special education"
"252","0135.157","1:15 PM","1:15 PM","0135","157","1","57","From school","Special education"
"253","0135.158","1:15 PM","1:15 PM","0135","158","1","58","From school","Special education"
"254","0135.159","1:15 PM","1:15 PM","0135","159","1","59","From school","Special education"
"255","0135.160","1:15 PM","1:15 PM","0135","160","1","60","From school","Special education"
"256","0140.051","7:30 AM","7:30 AM","0140","051","0","51","To school","Special education"
"257","0140.052","7:30 AM","7:30 AM","0140","052","0","52","To school","Special education"
"258","0140.053","7:30 AM","7:30 AM","0140","053","0","53","To school","Special education"
"259","0140.054","7:30 AM","7:30 AM","0140","054","0","54","To school","Special education"
"260","0140.055","7:30 AM","7:30 AM","0140","055","0","55","To school","Special education"
"261","0140.151","1:15 PM","1:15 PM","0140","151","1","51","From school","Special education"
"262","0140.152","1:15 PM","1:15 PM","0140","152","1","52","From school","Special education"
"263","0140.153","1:15 PM","1:15 PM","0140","153","1","53","From school","Special education"
"264","0140.154","1:15 PM","1:15 PM","0140","154","1","54","From school","Special education"
"265","0140.155","1:15 PM","1:15 PM","0140","155","1","55","From school","Special education"
"266","0172.051","8:30 AM","8:30 AM","0172","051","0","51","To school","Special education"
"267","0172.052","8:30 AM","8:30 AM","0172","052","0","52","To school","Special education"
"268","0172.054","8:30 AM","8:30 AM","0172","054","0","54","To school","Special education"
"269","0172.151","2:20 PM","2:20 PM","0172","151","1","51","From school","Special education"
"270","0172.152","2:20 PM","2:20 PM","0172","152","1","52","From school","Special education"
"271","0172.153","2:20 PM","2:20 PM","0172","153","1","53","From school","Special education"
"272","0172.154","2:20 PM","2:20 PM","0172","154","1","54","From school","Special education"
"273","0172.453","8:15 AM","8:30 AM","0172","453","4","53","To school shared run","Special education"
"274","0193.051","9:00 AM","9:00 AM","0193","051","0","51","To school","Special education"
"275","0193.151","2:30 PM","2:30 PM","0193","151","1","51","From school","Special education"
"276","0220.051","9:00 AM","9:00 AM","0220","051","0","51","To school","Special education"
"277","0220.052","9:00 AM","9:00 AM","0220","052","0","52","To school","Special education"
"278","0220.053","9:00 AM","9:00 AM","0220","053","0","53","To school","Special education"
"279","0220.151","3:00 PM","3:00 PM","0220","151","1","51","From school","Special education"
"280","0220.152","3:00 PM","3:00 PM","0220","152","1","52","From school","Special education"
"281","0220.153","3:00 PM","3:00 PM","0220","153","1","53","From school","Special education"
"282","0226.051","8:45 AM","8:45 AM","0226","051","0","51","To school","Special education"
"283","0226.052","8:45 AM","8:45 AM","0226","052","0","52","To school","Special education"
"284","0226.053","8:45 AM","8:45 AM","0226","053","0","53","To school","Special education"
"285","0226.054","8:45 AM","8:45 AM","0226","054","0","54","To school","Special education"
"286","0226.151","2:30 PM","2:30 PM","0226","151","1","51","From school","Special education"
"287","0226.152","2:30 PM","2:30 PM","0226","152","1","52","From school","Special education"
"288","0226.153","2:30 PM","2:30 PM","0226","153","1","53","From school","Special education"
"289","0226.154","2:30 PM","2:30 PM","0226","154","1","54","From school","Special education"
"290","0233.051","9:00 AM","9:00 AM","0233","051","0","51","To school","Special education"
"291","0233.052","9:00 AM","9:00 AM","0233","052","0","52","To school","Special education"
"292","0233.151","4:00 PM","4:00 PM","0233","151","1","51","From school","Special education"
"293","0233.152","4:00 PM","4:00 PM","0233","152","1","52","From school","Special education"
"294","0264.051","8:30 AM","8:30 AM","0264","051","0","51","To school","Special education"
"295","0264.151","2:00 PM","2:00 PM","0264","151","1","51","From school","Special education"
"296","0267.051","8:45 AM","8:45 AM","0267","051","0","51","To school","Special education"
"297","0267.151","2:05 PM","2:05 PM","0267","151","1","51","From school","Special education"
"298","0287.051","8:30 AM","8:30 AM","0287","051","0","51","To school","Special education"
"299","0287.052","8:30 AM","8:30 AM","0287","052","0","52","To school","Special education"
"300","0287.053","8:30 AM","8:30 AM","0287","053","0","53","To school","Special education"
"301","0287.054","8:30 AM","8:30 AM","0287","054","0","54","To school","Special education"
"302","0287.055","8:30 AM","8:30 AM","0287","055","0","55","To school","Special education"
"303","0287.151","2:15 PM","2:15 PM","0287","151","1","51","From school","Special education"
"304","0287.152","2:15 PM","2:15 PM","0287","152","1","52","From school","Special education"
"305","0287.153","2:15 PM","2:15 PM","0287","153","1","53","From school","Special education"
"306","0287.154","2:15 PM","2:15 PM","0287","154","1","54","From school","Special education"
"307","0287.155","2:15 PM","2:15 PM","0287","155","1","55","From school","Special education"
"308","0299.051","8:30 AM","8:30 AM","0299","051","0","51","To school","Special education"
"309","0299.151","3:00 PM","3:00 PM","0299","151","1","51","From school","Special education"
"310","0304.052","8:15 AM","8:15 AM","0304","052","0","52","To school","Special education"
"311","0304.152","2:15 PM","2:15 PM","0304","152","1","52","From school","Special education"
"312","0333.051","9:00 AM","9:00 AM","0333","051","0","51","To school","Special education"
"313","0333.052","9:00 AM","9:00 AM","0333","052","0","52","To school","Special education"
"314","0333.053","9:00 AM","9:00 AM","0333","053","0","53","To school","Special education"
"315","0333.054","9:00 AM","9:00 AM","0333","054","0","54","To school","Special education"
"316","0333.151","2:00 PM","2:00 PM","0333","151","1","51","From school","Special education"
"317","0333.152","2:00 PM","2:00 PM","0333","152","1","52","From school","Special education"
"318","0333.153","2:00 PM","2:00 PM","0333","153","1","53","From school","Special education"
"319","0333.154","2:00 PM","2:00 PM","0333","154","1","54","From school","Special education"
"320","0343.051","8:30 AM","8:30 AM","0343","051","0","51","To school","Special education"
"321","0343.151","2:45 PM","2:45 PM","0343","151","1","51","From school","Special education"
"322","0351.053","8:30 AM","8:30 AM","0351","053","0","53","To school","Special education"
"323","0351.153","2:30 PM","2:30 PM","0351","153","1","53","From school","Special education"
"324","1010.051","8:45 AM","8:45 AM","1010","051","0","51","To school","Special education"
"325","1010.052","8:45 AM","8:45 AM","1010","052","0","52","To school","Special education"
"326","1010.053","8:45 AM","8:45 AM","1010","053","0","53","To school","Special education"
"327","1010.054","8:45 AM","8:45 AM","1010","054","0","54","To school","Special education"
"328","1010.055","8:45 AM","8:45 AM","1010","055","0","55","To school","Special education"
"329","1010.056","8:45 AM","8:45 AM","1010","056","0","56","To school","Special education"
"330","1010.057","8:45 AM","8:45 AM","1010","057","0","57","To school","Special education"
"331","1010.058","8:45 AM","8:45 AM","1010","058","0","58","To school","Special education"
"332","1010.059","8:45 AM","8:45 AM","1010","059","0","59","To school","Special education"
"333","1010.060","8:45 AM","8:45 AM","1010","060","0","60","To school","Special education"
"334","1010.151","3:53 PM","3:53 PM","1010","151","1","51","From school","Special education"
"335","1010.152","3:53 PM","3:53 PM","1010","152","1","52","From school","Special education"
"336","1010.153","3:53 PM","3:53 PM","1010","153","1","53","From school","Special education"
"337","1010.154","3:53 PM","3:53 PM","1010","154","1","54","From school","Special education"
"338","1010.155","3:53 PM","3:53 PM","1010","155","1","55","From school","Special education"
"339","1010.156","3:53 PM","3:53 PM","1010","156","1","56","From school","Special education"
"340","1010.157","3:53 PM","3:53 PM","1010","157","1","57","From school","Special education"
"341","1010.158","3:53 PM","3:53 PM","1010","158","1","58","From school","Special education"
"342","1010.159","3:53 PM","3:53 PM","1010","159","1","59","From school","Special education"
"343","1010.160","3:53 PM","3:53 PM","1010","160","1","60","From school","Special education"
"344","1030.051","8:00 AM","8:00 AM","1030","051","0","51","To school","Special education"
"345","1030.052","8:00 AM","8:00 AM","1030","052","0","52","To school","Special education"
"346","1030.053","8:00 AM","8:00 AM","1030","053","0","53","To school","Special education"
"347","1030.054","8:00 AM","8:00 AM","1030","054","0","54","To school","Special education"
"348","1030.151","3:16 PM","3:16 PM","1030","151","1","51","From school","Special education"
"349","1030.152","3:16 PM","3:16 PM","1030","152","1","52","From school","Special education"
"350","1030.153","3:16 PM","3:16 PM","1030","153","1","53","From school","Special education"
"351","1030.154","3:16 PM","3:16 PM","1030","154","1","54","From school","Special education"
"352","1055.051","7:45 AM","7:45 AM","1055","051","0","51","To school","Special education"
"353","1055.151","3:12 PM","3:12 PM","1055","151","1","51","From school","Special education"
"354","1060.051","8:00 AM","8:00 AM","1060","051","0","51","To school","Special education"
"355","1060.052","8:00 AM","8:00 AM","1060","052","0","52","To school","Special education"
"356","1060.054","8:00 AM","8:00 AM","1060","054","0","54","To school","Special education"
"357","1060.055","8:00 AM","8:00 AM","1060","055","0","55","To school","Special education"
