"","run_id","min_bell_time","max_bell_time","run_id_school","run_id_run_code","run_type_code","run_type_student_code","run_type","students_transported"
"1749","3690.104","2:30 PM","2:30 PM","3690","104","1","04","From school","General education"
"1750","3690.105","2:30 PM","2:30 PM","3690","105","1","05","From school","General education"
"1751","3690.106","2:30 PM","2:30 PM","3690","106","1","06","From school","General education"
"1752","3690.152","2:30 PM","2:30 PM","3690","152","1","52","From school","Special education"
"1753","3700.051","7:45 AM","7:45 AM","3700","051","0","51","To school","Special education"
"1754","3700.151","2:45 PM","2:45 PM","3700","151","1","51","From school","Special education"
"1755","3710.051","7:45 AM","7:45 AM","3710","051","0","51","To school","Special education"
"1756","3710.151","2:45 PM","2:45 PM","3710","151","1","51","From school","Special education"
"1757","3741.252","10:45 AM","10:45 AM","3741","252","2","52","From school midday","Special education"
"1758","3741.351","11:45 AM","11:45 AM","3741","351","3","51","To school midday","Special education"
"1759","3741.451","7:45 AM","7:45 AM","3741","451","4","51","To school shared run","Special education"
"1760","3741.452","7:45 AM","7:45 AM","3741","452","4","52","To school shared run","Special education"
"1761","3741.453","7:45 AM","7:45 AM","3741","453","4","53","To school shared run","Special education"
"1762","3741.551","2:45 PM","2:45 PM","3741","551","5","51","From school shared run","Special education"
"1763","3741.552","2:45 PM","2:45 PM","3741","552","5","52","From school shared run","Special education"
"1764","3741.553","2:45 PM","2:45 PM","3741","553","5","53","From school shared run","Special education"
"1765","3750.051","7:30 AM","7:30 AM","3750","051","0","51","To school","Special education"
"1766","3750.151","2:30 PM","2:30 PM","3750","151","1","51","From school","Special education"
"1767","3760.051","7:45 AM","7:45 AM","3760","051","0","51","To school","Special education"
"1768","3760.052","7:45 AM","7:45 AM","3760","052","0","52","To school","Special education"
"1769","3760.053","7:45 AM","7:45 AM","3760","053","0","53","To school","Special education"
"1770","3760.054","7:45 AM","7:45 AM","3760","054","0","54","To school","Special education"
"1771","3760.055","7:45 AM","7:45 AM","3760","055","0","55","To school","Special education"
"1772","3760.057","7:45 AM","7:45 AM","3760","057","0","57","To school","Special education"
"1773","3760.151","2:45 PM","2:45 PM","3760","151","1","51","From school","Special education"
"1774","3760.152","2:45 PM","2:45 PM","3760","152","1","52","From school","Special education"
"1775","3760.153","2:45 PM","2:45 PM","3760","153","1","53","From school","Special education"
"1776","3760.154","2:45 PM","2:45 PM","3760","154","1","54","From school","Special education"
"1777","3760.155","2:45 PM","2:45 PM","3760","155","1","55","From school","Special education"
"1778","3760.157","2:45 PM","2:45 PM","3760","157","1","57","From school","Special education"
"1779","3760.251","10:45 AM","10:45 AM","3760","251","2","51","From school midday","Special education"
"1780","3780.051","8:15 AM","8:15 AM","3780","051","0","51","To school","Special education"
"1781","3780.052","8:15 AM","8:15 AM","3780","052","0","52","To school","Special education"
"1782","3780.251","10:50 AM","10:50 AM","3780","251","2","51","From school midday","Special education"
"1783","3800.051","8:45 AM","8:45 AM","3800","051","0","51","To school","Special education"
"1784","3800.052","8:45 AM","8:45 AM","3800","052","0","52","To school","Special education"
"1785","3800.151","3:45 PM","3:45 PM","3800","151","1","51","From school","Special education"
"1786","3800.152","3:45 PM","3:45 PM","3800","152","1","52","From school","Special education"
"1787","3810.051","8:15 AM","8:15 AM","3810","051","0","51","To school","Special education"
"1788","3810.151","3:15 PM","3:15 PM","3810","151","1","51","From school","Special education"
"1789","3810.152","3:15 PM","3:15 PM","3810","152","1","52","From school","Special education"
"1790","3810.251","11:00 AM","11:00 AM","3810","251","2","51","From school midday","Special education"
"1791","3810.352","1:00 PM","1:00 PM","3810","352","3","52","To school midday","Special education"
"1792","3830.001","8:45 AM","8:45 AM","3830","001","0","01","To school","General education"
"1793","3830.002","8:45 AM","8:45 AM","3830","002","0","02","To school","General education"
"1794","3830.003","8:45 AM","8:45 AM","3830","003","0","03","To school","General education"
"1795","3830.004","8:45 AM","8:45 AM","3830","004","0","04","To school","General education"
"1796","3830.005","8:45 AM","8:45 AM","3830","005","0","05","To school","General education"
"1797","3830.006","8:45 AM","8:45 AM","3830","006","0","06","To school","General education"
"1798","3830.007","8:45 AM","8:45 AM","3830","007","0","07","To school","General education"
"1799","3830.008","8:45 AM","8:45 AM","3830","008","0","08","To school","General education"
"1800","3830.009","8:45 AM","8:45 AM","3830","009","0","09","To school","General education"
"1801","3830.010","8:45 AM","8:45 AM","3830","010","0","10","To school","General education"
"1802","3830.101","3:45 PM","3:45 PM","3830","101","1","01","From school","General education"
"1803","3830.102","3:45 PM","3:45 PM","3830","102","1","02","From school","General education"
"1804","3830.103","3:45 PM","3:45 PM","3830","103","1","03","From school","General education"
"1805","3830.104","3:45 PM","3:45 PM","3830","104","1","04","From school","General education"
"1806","3830.105","3:45 PM","3:45 PM","3830","105","1","05","From school","General education"
"1807","3830.106","3:45 PM","3:45 PM","3830","106","1","06","From school","General education"
"1808","3830.107","3:45 PM","3:45 PM","3830","107","1","07","From school","General education"
"1809","3830.108","3:45 PM","3:45 PM","3830","108","1","08","From school","General education"
"1810","3830.109","3:45 PM","3:45 PM","3830","109","1","09","From school","General education"
"1811","3830.110","3:45 PM","3:45 PM","3830","110","1","10","From school","General education"
"1812","3840.451","7:30 AM","7:45 AM","3840","451","4","51","To school shared run","Special education"
"1813","3840.551","2:30 PM","2:45 PM","3840","551","5","51","From school shared run","Special education"
"1814","3850.251","10:55 AM","10:55 AM","3850","251","2","51","From school midday","Special education"
"1815","3850.352","12:25 PM","12:25 PM","3850","352","3","52","To school midday","Special education"
"1816","3850.451","8:00 AM","8:15 AM","3850","451","4","51","To school shared run","Special education"
"1817","3850.452","8:00 AM","8:15 AM","3850","452","4","52","To school shared run","Special education"
"1818","3850.551","3:00 PM","3:15 PM","3850","551","5","51","From school shared run","Special education"
"1819","3890.051","8:45 AM","8:45 AM","3890","051","0","51","To school","Special education"
"1820","3890.052","8:45 AM","8:45 AM","3890","052","0","52","To school","Special education"
"1821","3890.053","8:45 AM","8:45 AM","3890","053","0","53","To school","Special education"
"1822","3890.054","8:45 AM","8:45 AM","3890","054","0","54","To school","Special education"
"1823","3890.055","8:45 AM","8:45 AM","3890","055","0","55","To school","Special education"
"1824","3890.056","8:45 AM","8:45 AM","3890","056","0","56","To school","Special education"
"1825","3890.151","3:45 PM","3:45 PM","3890","151","1","51","From school","Special education"
"1826","3890.153","3:45 PM","3:45 PM","3890","153","1","53","From school","Special education"
"1827","3890.154","3:45 PM","3:45 PM","3890","154","1","54","From school","Special education"
"1828","3890.155","3:45 PM","3:45 PM","3890","155","1","55","From school","Special education"
"1829","3890.156","3:45 PM","3:45 PM","3890","156","1","56","From school","Special education"
"1830","3890.252","11:45 AM","11:45 AM","3890","252","2","52","From school midday","Special education"
"1831","3890.351","1:01 PM","1:01 PM","3890","351","3","51","To school midday","Special education"
"1832","3900.051","7:45 AM","7:45 AM","3900","051","0","51","To school","Special education"
"1833","3900.052","7:45 AM","8:00 AM","3900","052","0","52","To school","Special education"
"1834","3900.151","2:45 PM","2:45 PM","3900","151","1","51","From school","Special education"
"1835","3900.152","2:45 PM","2:45 PM","3900","152","1","52","From school","Special education"
"1836","3900.251","10:15 AM","10:15 AM","3900","251","2","51","From school midday","Special education"
"1837","3900.252","10:15 AM","10:15 AM","3900","252","2","52","From school midday","Special education"
"1838","3900.353","12:16 PM","12:16 PM","3900","353","3","53","To school midday","Special education"
"1839","3900.354","12:16 PM","12:16 PM","3900","354","3","54","To school midday","Special education"
"1840","3930.001","8:15 AM","8:15 AM","3930","001","0","01","To school","General education"
"1841","3930.051","8:15 AM","8:15 AM","3930","051","0","51","To school","Special education"
"1842","3930.052","8:15 AM","8:15 AM","3930","052","0","52","To school","Special education"
"1843","3930.053","8:15 AM","8:15 AM","3930","053","0","53","To school","Special education"
"1844","3930.054","8:15 AM","8:15 AM","3930","054","0","54","To school","Special education"
"1845","3930.101","3:15 PM","3:15 PM","3930","101","1","01","From school","General education"
"1846","3930.151","3:15 PM","3:15 PM","3930","151","1","51","From school","Special education"
"1847","3930.153","3:15 PM","3:15 PM","3930","153","1","53","From school","Special education"
"1848","3930.154","3:15 PM","3:15 PM","3930","154","1","54","From school","Special education"
"1849","3930.251","11:00 AM","11:00 AM","3930","251","2","51","From school midday","Special education"
"1850","3930.351","1:00 PM","1:00 PM","3930","351","3","51","To school midday","Special education"
"1851","3930.552","2:30 PM","3:15 PM","3930","552","5","52","From school shared run","Special education"
"1852","3960.051","8:30 AM","8:30 AM","3960","051","0","51","To school","Special education"
"1853","3960.052","8:30 AM","8:30 AM","3960","052","0","52","To school","Special education"
"1854","3960.151","3:30 PM","3:30 PM","3960","151","1","51","From school","Special education"
"1855","3961.051","8:00 AM","8:00 AM","3961","051","0","51","To school","Special education"
"1856","3961.151","3:00 PM","3:00 PM","3961","151","1","51","From school","Special education"
"1857","3970.051","9:00 AM","9:00 AM","3970","051","0","51","To school","Special education"
"1858","3970.052","9:00 AM","9:00 AM","3970","052","0","52","To school","Special education"
"1859","3970.053","9:00 AM","9:00 AM","3970","053","0","53","To school","Special education"
"1860","3970.054","9:00 AM","9:00 AM","3970","054","0","54","To school","Special education"
"1861","3970.151","4:00 PM","4:00 PM","3970","151","1","51","From school","Special education"
"1862","3970.152","4:00 PM","4:00 PM","3970","152","1","52","From school","Special education"
"1863","3970.153","4:00 PM","4:00 PM","3970","153","1","53","From school","Special education"
"1864","3970.154","4:00 PM","4:00 PM","3970","154","1","54","From school","Special education"
"1865","3980.051","8:00 AM","8:00 AM","3980","051","0","51","To school","Special education"
"1866","3980.151","3:00 PM","3:00 PM","3980","151","1","51","From school","Special education"
"1867","4010.451","7:45 AM","8:00 AM","4010","451","4","51","To school shared run","Special education"
"1868","4010.551","2:45 PM","3:00 PM","4010","551","5","51","From school shared run","Special education"
"1869","4020.051","8:20 AM","8:20 AM","4020","051","0","51","To school","Special education"
"1870","4020.151","3:20 PM","3:20 PM","4020","151","1","51","From school","Special education"
"1871","4030.551","2:30 PM","2:45 PM","4030","551","5","51","From school shared run","Special education"
"1872","4060.151","3:45 PM","3:45 PM","4060","151","1","51","From school","Special education"
"1873","4060.451","8:45 AM","8:45 AM","4060","451","4","51","To school shared run","Special education"
"1874","4090.051","7:45 AM","7:45 AM","4090","051","0","51","To school","Special education"
"1875","4090.151","2:45 PM","2:45 PM","4090","151","1","51","From school","Special education"
"1876","4110.051","8:15 AM","8:15 AM","4110","051","0","51","To school","Special education"
"1877","4110.151","3:15 PM","3:15 PM","4110","151","1","51","From school","Special education"
"1878","4110.152","3:15 PM","3:15 PM","4110","152","1","52","From school","Special education"
"1879","4110.351","12:15 PM","12:15 PM","4110","351","3","51","To school midday","Special education"
"1880","4120.051","8:00 AM","8:00 AM","4120","051","0","51","To school","Special education"
"1881","4120.151","3:00 PM","3:00 PM","4120","151","1","51","From school","Special education"
"1882","4120.251","10:55 AM","10:55 AM","4120","251","2","51","From school midday","Special education"
"1883","4120.351","11:50 AM","11:50 AM","4120","351","3","51","To school midday","Special education"
"1884","4150.051","7:50 AM","7:50 AM","4150","051","0","51","To school","Special education"
"1885","4150.151","4:00 PM","4:00 PM","4150","151","1","51","From school","Special education"
"1886","4160.001","7:45 AM","7:45 AM","4160","001","0","01","To school","General education"
"1887","4160.004","7:45 AM","7:45 AM","4160","004","0","04","To school","General education"
"1888","4160.005","7:45 AM","7:45 AM","4160","005","0","05","To school","General education"
"1889","4160.101","2:45 PM","2:45 PM","4160","101","1","01","From school","General education"
"1890","4160.104","2:45 PM","2:45 PM","4160","104","1","04","From school","General education"
"1891","4160.105","2:45 PM","2:45 PM","4160","105","1","05","From school","General education"
"1892","4170.051","8:00 AM","8:00 AM","4170","051","0","51","To school","Special education"
"1893","4170.151","3:00 PM","3:00 PM","4170","151","1","51","From school","Special education"
"1894","4170.251","10:30 AM","10:30 AM","4170","251","2","51","From school midday","Special education"
"1895","4170.351","12:15 PM","12:15 PM","4170","351","3","51","To school midday","Special education"
"1896","4170.451","7:45 AM","8:00 AM","4170","451","4","51","To school shared run","Special education"
"1897","4180.051","8:45 AM","8:45 AM","4180","051","0","51","To school","Special education"
"1898","4180.052","8:45 AM","8:45 AM","4180","052","0","52","To school","Special education"
"1899","4180.053","8:45 AM","8:45 AM","4180","053","0","53","To school","Special education"
"1900","4180.054","8:45 AM","8:45 AM","4180","054","0","54","To school","Special education"
"1901","4180.055","8:45 AM","8:45 AM","4180","055","0","55","To school","Special education"
"1902","4180.056","8:45 AM","8:45 AM","4180","056","0","56","To school","Special education"
"1903","4180.151","3:45 PM","3:45 PM","4180","151","1","51","From school","Special education"
"1904","4180.152","3:45 PM","3:45 PM","4180","152","1","52","From school","Special education"
"1905","4180.153","3:45 PM","3:45 PM","4180","153","1","53","From school","Special education"
"1906","4180.154","3:45 PM","3:45 PM","4180","154","1","54","From school","Special education"
"1907","4180.155","3:45 PM","3:45 PM","4180","155","1","55","From school","Special education"
"1908","4180.156","3:45 PM","3:45 PM","4180","156","1","56","From school","Special education"
"1909","4200.052","8:45 AM","8:45 AM","4200","052","0","52","To school","Special education"
"1910","4200.152","3:45 PM","3:45 PM","4200","152","1","52","From school","Special education"
"1911","4210.451","7:45 AM","8:00 AM","4210","451","4","51","To school shared run","Special education"
"1912","4210.551","2:45 PM","3:00 PM","4210","551","5","51","From school shared run","Special education"
"1913","4220.051","7:50 AM","7:50 AM","4220","051","0","51","To school","Special education"
"1914","4220.151","3:30 PM","3:30 PM","4220","151","1","51","From school","Special education"
"1915","4230.051","7:45 AM","7:45 AM","4230","051","0","51","To school","Special education"
"1916","4230.052","7:45 AM","7:45 AM","4230","052","0","52","To school","Special education"
"1917","4230.054","7:45 AM","7:45 AM","4230","054","0","54","To school","Special education"
"1918","4230.055","7:45 AM","7:45 AM","4230","055","0","55","To school","Special education"
"1919","4230.056","7:45 AM","7:45 AM","4230","056","0","56","To school","Special education"
"1920","4230.151","2:45 PM","2:45 PM","4230","151","1","51","From school","Special education"
"1921","4230.152","2:45 PM","2:45 PM","4230","152","1","52","From school","Special education"
"1922","4230.154","2:45 PM","2:45 PM","4230","154","1","54","From school","Special education"
"1923","4230.155","2:45 PM","2:45 PM","4230","155","1","55","From school","Special education"
"1924","4230.156","2:45 PM","2:45 PM","4230","156","1","56","From school","Special education"
"1925","4230.251","11:35 AM","11:35 AM","4230","251","2","51","From school midday","Special education"
"1926","4230.351","12:30 PM","12:30 PM","4230","351","3","51","To school midday","Special education"
"1927","4250.001","9:00 AM","9:00 AM","4250","001","0","01","To school","General education"
"1928","4250.002","9:00 AM","9:00 AM","4250","002","0","02","To school","General education"
"1929","4250.003","9:00 AM","9:00 AM","4250","003","0","03","To school","General education"
"1930","4250.004","9:00 AM","9:00 AM","4250","004","0","04","To school","General education"
"1931","4250.006","9:00 AM","9:00 AM","4250","006","0","06","To school","General education"
"1932","4250.007","9:00 AM","9:00 AM","4250","007","0","07","To school","General education"
"1933","4250.101","4:00 PM","4:00 PM","4250","101","1","01","From school","General education"
"1934","4250.102","4:00 PM","4:00 PM","4250","102","1","02","From school","General education"
"1935","4250.103","4:00 PM","4:00 PM","4250","103","1","03","From school","General education"
"1936","4250.104","4:00 PM","4:00 PM","4250","104","1","04","From school","General education"
"1937","4250.106","4:00 PM","4:00 PM","4250","106","1","06","From school","General education"
"1938","4250.107","4:00 PM","4:00 PM","4250","107","1","07","From school","General education"
"1939","4250.252","12:01 PM","12:01 PM","4250","252","2","52","From school midday","Special education"
"1940","4250.351","12:00 PM","12:00 PM","4250","351","3","51","To school midday","Special education"
"1941","4270.001","7:45 AM","7:45 AM","4270","001","0","01","To school","General education"
"1942","4270.002","7:45 AM","7:45 AM","4270","002","0","02","To school","General education"
"1943","4270.003","7:45 AM","7:45 AM","4270","003","0","03","To school","General education"
"1944","4270.004","7:45 AM","7:45 AM","4270","004","0","04","To school","General education"
"1945","4270.051","7:45 AM","7:45 AM","4270","051","0","51","To school","Special education"
"1946","4270.052","7:45 AM","7:45 AM","4270","052","0","52","To school","Special education"
"1947","4270.053","7:45 AM","7:45 AM","4270","053","0","53","To school","Special education"
"1948","4270.101","2:45 PM","2:45 PM","4270","101","1","01","From school","General education"
"1949","4270.102","2:45 PM","2:45 PM","4270","102","1","02","From school","General education"
"1950","4270.103","2:45 PM","2:45 PM","4270","103","1","03","From school","General education"
"1951","4270.104","2:45 PM","2:45 PM","4270","104","1","04","From school","General education"
"1952","4270.151","2:45 PM","2:45 PM","4270","151","1","51","From school","Special education"
"1953","4270.152","2:45 PM","2:45 PM","4270","152","1","52","From school","Special education"
"1954","4270.153","2:45 PM","2:45 PM","4270","153","1","53","From school","Special education"
"1955","4290.452","7:30 AM","7:45 AM","4290","452","4","52","To school shared run","Special education"
"1956","4290.552","2:30 PM","2:45 PM","4290","552","5","52","From school shared run","Special education"
"1957","4300.051","9:00 AM","9:00 AM","4300","051","0","51","To school","Special education"
"1958","4300.052","9:00 AM","9:00 AM","4300","052","0","52","To school","Special education"
"1959","4300.053","9:00 AM","9:00 AM","4300","053","0","53","To school","Special education"
"1960","4300.054","9:00 AM","9:00 AM","4300","054","0","54","To school","Special education"
"1961","4300.055","9:00 AM","9:00 AM","4300","055","0","55","To school","Special education"
"1962","4300.056","9:00 AM","9:00 AM","4300","056","0","56","To school","Special education"
"1963","4300.057","9:00 AM","9:00 AM","4300","057","0","57","To school","Special education"
"1964","4300.151","4:00 PM","4:00 PM","4300","151","1","51","From school","Special education"
"1965","4300.152","4:00 PM","4:00 PM","4300","152","1","52","From school","Special education"
"1966","4300.153","4:00 PM","4:00 PM","4300","153","1","53","From school","Special education"
"1967","4300.154","4:00 PM","4:00 PM","4300","154","1","54","From school","Special education"
"1968","4300.155","4:00 PM","4:00 PM","4300","155","1","55","From school","Special education"
"1969","4300.156","4:00 PM","4:00 PM","4300","156","1","56","From school","Special education"
"1970","4300.157","4:00 PM","4:00 PM","4300","157","1","57","From school","Special education"
"1971","4300.251","11:30 AM","11:30 AM","4300","251","2","51","From school midday","Special education"
"1972","4300.254","11:30 AM","11:30 AM","4300","254","2","54","From school midday","Special education"
"1973","4300.352","1:30 PM","1:30 PM","4300","352","3","52","To school midday","Special education"
"1974","4300.353","1:30 PM","1:30 PM","4300","353","3","53","To school midday","Special education"
"1975","4320.051","8:00 AM","8:00 AM","4320","051","0","51","To school","Special education"
"1976","4320.151","3:00 PM","3:00 PM","4320","151","1","51","From school","Special education"
"1977","4330.051","7:30 AM","7:30 AM","4330","051","0","51","To school","Special education"
"1978","4330.053","7:30 AM","7:30 AM","4330","053","0","53","To school","Special education"
"1979","4330.054","7:30 AM","7:30 AM","4330","054","0","54","To school","Special education"
"1980","4330.055","7:30 AM","7:30 AM","4330","055","0","55","To school","Special education"
"1981","4330.056","7:30 AM","7:30 AM","4330","056","0","56","To school","Special education"
"1982","4330.059","7:30 AM","7:30 AM","4330","059","0","59","To school","Special education"
"1983","4330.061","7:30 AM","7:30 AM","4330","061","0","61","To school","Special education"
"1984","4330.062","7:30 AM","7:30 AM","4330","062","0","62","To school","Special education"
"1985","4330.151","2:30 PM","2:30 PM","4330","151","1","51","From school","Special education"
"1986","4330.153","2:30 PM","2:30 PM","4330","153","1","53","From school","Special education"
"1987","4330.154","2:30 PM","2:30 PM","4330","154","1","54","From school","Special education"
"1988","4330.155","2:30 PM","2:30 PM","4330","155","1","55","From school","Special education"
"1989","4330.156","2:30 PM","2:30 PM","4330","156","1","56","From school","Special education"
"1990","4330.159","2:30 PM","2:30 PM","4330","159","1","59","From school","Special education"
"1991","4330.161","2:30 PM","2:30 PM","4330","161","1","61","From school","Special education"
"1992","4330.162","2:30 PM","2:30 PM","4330","162","1","62","From school","Special education"
"1993","4330.251","10:30 AM","10:30 AM","4330","251","2","51","From school midday","Special education"
"1994","4330.352","11:40 AM","11:40 AM","4330","352","3","52","To school midday","Special education"
"1995","4330.457","7:30 AM","7:45 AM","4330","457","4","57","To school shared run","Special education"
"1996","4330.557","2:30 PM","2:45 PM","4330","557","5","57","From school shared run","Special education"
"1997","4350.151","2:45 PM","2:45 PM","4350","151","1","51","From school","Special education"
"1998","4350.451","7:45 AM","7:45 AM","4350","451","4","51","To school shared run","Special education"
"1999","4371.151","3:30 PM","3:30 PM","4371","151","1","51","From school","Special education"
"2000","4380.051","8:30 AM","8:30 AM","4380","051","0","51","To school","Special education"
"2001","4380.052","8:30 AM","8:30 AM","4380","052","0","52","To school","Special education"
"2002","4380.054","8:30 AM","8:30 AM","4380","054","0","54","To school","Special education"
"2003","4380.055","8:30 AM","8:30 AM","4380","055","0","55","To school","Special education"
"2004","4380.152","3:30 PM","3:30 PM","4380","152","1","52","From school","Special education"
"2005","4380.154","3:30 PM","3:30 PM","4380","154","1","54","From school","Special education"
"2006","4380.551","3:30 PM","3:45 PM","4380","551","5","51","From school shared run","Special education"
"2007","4380.553","3:30 PM","3:45 PM","4380","553","5","53","From school shared run","Special education"
"2008","4390.051","7:45 AM","7:45 AM","4390","051","0","51","To school","Special education"
"2009","4390.151","2:45 PM","2:45 PM","4390","151","1","51","From school","Special education"
"2010","4390.252","10:20 AM","10:20 AM","4390","252","2","52","From school midday","Special education"
"2011","4390.351","12:10 PM","12:10 PM","4390","351","3","51","To school midday","Special education"
"2012","4410.051","8:45 AM","8:45 AM","4410","051","0","51","To school","Special education"
"2013","4410.052","8:45 AM","8:45 AM","4410","052","0","52","To school","Special education"
"2014","4410.053","8:45 AM","8:45 AM","4410","053","0","53","To school","Special education"
"2015","4410.054","8:45 AM","8:45 AM","4410","054","0","54","To school","Special education"
"2016","4410.055","8:45 AM","8:45 AM","4410","055","0","55","To school","Special education"
"2017","4410.151","3:45 PM","3:45 PM","4410","151","1","51","From school","Special education"
"2018","4410.152","3:45 PM","3:45 PM","4410","152","1","52","From school","Special education"
"2019","4410.153","3:45 PM","3:45 PM","4410","153","1","53","From school","Special education"
"2020","4410.154","3:45 PM","3:45 PM","4410","154","1","54","From school","Special education"
"2021","4410.155","3:45 PM","3:45 PM","4410","155","1","55","From school","Special education"
"2022","4420.001","9:00 AM","9:00 AM","4420","001","0","01","To school","General education"
"2023","4420.002","9:00 AM","9:00 AM","4420","002","0","02","To school","General education"
"2024","4420.003","9:00 AM","9:00 AM","4420","003","0","03","To school","General education"
"2025","4420.004","9:00 AM","9:00 AM","4420","004","0","04","To school","General education"
"2026","4420.006","9:00 AM","9:00 AM","4420","006","0","06","To school","General education"
"2027","4420.007","9:00 AM","9:00 AM","4420","007","0","07","To school","General education"
"2028","4420.056","9:00 AM","9:00 AM","4420","056","0","56","To school","Special education"
"2029","4420.101","4:00 PM","4:00 PM","4420","101","1","01","From school","General education"
"2030","4420.102","4:00 PM","4:00 PM","4420","102","1","02","From school","General education"
"2031","4420.103","4:00 PM","4:00 PM","4420","103","1","03","From school","General education"
"2032","4420.104","4:00 PM","4:00 PM","4420","104","1","04","From school","General education"
"2033","4420.105","4:00 PM","4:00 PM","4420","105","1","05","From school","General education"
"2034","4420.106","4:00 PM","4:00 PM","4420","106","1","06","From school","General education"
"2035","4420.107","4:00 PM","4:00 PM","4420","107","1","07","From school","General education"
"2036","4420.151","4:00 PM","4:00 PM","4420","151","1","51","From school","Special education"
"2037","4430.052","8:45 AM","8:45 AM","4430","052","0","52","To school","Special education"
"2038","4430.151","3:45 PM","3:45 PM","4430","151","1","51","From school","Special education"
"2039","4450.051","8:45 AM","8:45 AM","4450","051","0","51","To school","Special education"
"2040","4450.551","3:30 PM","3:45 PM","4450","551","5","51","From school shared run","Special education"
"2041","4460.051","8:00 AM","8:00 AM","4460","051","0","51","To school","Special education"
"2042","4460.052","8:00 AM","8:00 AM","4460","052","0","52","To school","Special education"
"2043","4460.151","3:15 PM","3:15 PM","4460","151","1","51","From school","Special education"
"2044","4460.152","3:15 PM","3:15 PM","4460","152","1","52","From school","Special education"
"2045","4470.051","9:00 AM","9:00 AM","4470","051","0","51","To school","Special education"
"2046","4470.053","9:00 AM","9:00 AM","4470","053","0","53","To school","Special education"
"2047","4470.054","9:00 AM","9:00 AM","4470","054","0","54","To school","Special education"
"2048","4470.151","4:00 PM","4:00 PM","4470","151","1","51","From school","Special education"
"2049","4470.153","4:00 PM","4:00 PM","4470","153","1","53","From school","Special education"
"2050","4470.154","4:00 PM","4:00 PM","4470","154","1","54","From school","Special education"
"2051","4480.001","8:45 AM","8:45 AM","4480","001","0","01","To school","General education"
"2052","4480.002","8:45 AM","8:45 AM","4480","002","0","02","To school","General education"
"2053","4480.101","3:45 PM","3:45 PM","4480","101","1","01","From school","General education"
"2054","4480.102","3:45 PM","3:45 PM","4480","102","1","02","From school","General education"
"2055","4490.551","2:45 PM","3:00 PM","4490","551","5","51","From school shared run","Special education"
"2056","4500.151","3:00 PM","3:00 PM","4500","151","1","51","From school","Special education"
"2057","4500.351","12:30 PM","12:30 PM","4500","351","3","51","To school midday","Special education"
"2058","4510.151","2:45 PM","2:45 PM","4510","151","1","51","From school","Special education"
"2059","4510.251","11:30 AM","11:30 AM","4510","251","2","51","From school midday","Special education"
"2060","4510.252","11:30 AM","11:30 AM","4510","252","2","52","From school midday","Special education"
"2061","4510.351","11:15 AM","11:15 AM","4510","351","3","51","To school midday","Special education"
"2062","4510.352","11:15 AM","11:15 AM","4510","352","3","52","To school midday","Special education"
"2063","4510.452","7:30 AM","7:45 AM","4510","452","4","52","To school shared run","Special education"
"2064","4540.051","7:30 AM","7:30 AM","4540","051","0","51","To school","Special education"
"2065","4540.052","7:30 AM","7:30 AM","4540","052","0","52","To school","Special education"
"2066","4540.053","7:30 AM","7:30 AM","4540","053","0","53","To school","Special education"
"2067","4540.054","7:30 AM","7:30 AM","4540","054","0","54","To school","Special education"
"2068","4540.056","7:30 AM","7:30 AM","4540","056","0","56","To school","Special education"
"2069","4540.151","2:30 PM","2:30 PM","4540","151","1","51","From school","Special education"
"2070","4540.152","2:30 PM","2:30 PM","4540","152","1","52","From school","Special education"
"2071","4540.153","2:30 PM","2:30 PM","4540","153","1","53","From school","Special education"
"2072","4540.154","2:30 PM","2:30 PM","4540","154","1","54","From school","Special education"
"2073","4540.155","2:30 PM","2:30 PM","4540","155","1","55","From school","Special education"
"2074","4540.251","10:35 AM","10:35 AM","4540","251","2","51","From school midday","Special education"
"2075","4540.252","10:35 AM","10:35 AM","4540","252","2","52","From school midday","Special education"
"2076","4540.351","12:20 PM","12:20 PM","4540","351","3","51","To school midday","Special education"
"2077","4540.352","12:20 PM","12:20 PM","4540","352","3","52","To school midday","Special education"
"2078","4610.452","7:45 AM","8:00 AM","4610","452","4","52","To school shared run","Special education"
"2079","4610.552","2:45 PM","3:00 PM","4610","552","5","52","From school shared run","Special education"
"2080","4620.052","8:00 AM","8:00 AM","4620","052","0","52","To school","Special education"
"2081","4620.152","3:00 PM","3:00 PM","4620","152","1","52","From school","Special education"
"2082","4620.251","11:00 AM","11:00 AM","4620","251","2","51","From school midday","Special education"
"2083","4620.351","12:30 PM","12:30 PM","4620","351","3","51","To school midday","Special education"
"2084","4620.352","12:30 PM","12:30 PM","4620","352","3","52","To school midday","Special education"
"2085","4620.451","7:45 AM","8:00 AM","4620","451","4","51","To school shared run","Special education"
"2086","4620.551","2:45 PM","3:00 PM","4620","551","5","51","From school shared run","Special education"
"2087","4630.051","7:45 AM","7:45 AM","4630","051","0","51","To school","Special education"
"2088","4630.052","7:45 AM","7:45 AM","4630","052","0","52","To school","Special education"
"2089","4630.053","7:45 AM","7:45 AM","4630","053","0","53","To school","Special education"
"2090","4630.054","7:45 AM","7:45 AM","4630","054","0","54","To school","Special education"
"2091","4630.151","2:45 PM","2:45 PM","4630","151","1","51","From school","Special education"
"2092","4630.152","2:45 PM","2:45 PM","4630","152","1","52","From school","Special education"
"2093","4630.153","2:45 PM","2:45 PM","4630","153","1","53","From school","Special education"
